,Date,Time,Stadium,City,Match Details,Team Playing,Total Runs,Total Wickets,Batsman Names,Out/Not Out,Balls Played,Runs Scored,Fours,Sixes,Strike Rate
192,"Apr 08, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Chennai Super Kings, 12th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,157,8,Hrithik Shokeen,not out,13,18,3,0,138.46
193,"Apr 08, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Chennai Super Kings, 12th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,157,8,Chawla,not out,6,5,0,0,83.33
194,"Apr 08, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Chennai Super Kings, 12th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,159,3,Devon Conway,b Behrendorff,4,0,0,0,0.00
195,"Apr 08, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Chennai Super Kings, 12th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,159,3,Ruturaj Gaikwad,not out,36,40,2,1,111.11
196,"Apr 08, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Chennai Super Kings, 12th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,159,3,Ajinkya Rahane,c Suryakumar Yadav b Chawla,27,61,7,3,225.93
197,"Apr 08, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Chennai Super Kings, 12th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,159,3,Shivam Dube,b Kumar Kartikeya,26,28,2,1,107.69
198,"Apr 08, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Chennai Super Kings, 12th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,159,3,Ambati Rayudu,not out,16,20,3,0,125.00
199,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,204,4,W Saha (wk),c N Jagadeesan b Narine,17,17,3,0,100.00
200,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,204,4,Shubman Gill,c Umesh b Narine,31,39,5,0,125.81
201,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,204,4,Sai Sudharsan,c (sub)Anukul Roy b Narine,38,53,3,2,139.47
202,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,204,4,Abhinav Manohar,b Suyash Sharma,8,14,3,0,175.00
203,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,204,4,Vijay Shankar,not out,24,63,4,5,262.50
204,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,204,4,Miller,not out,3,2,0,0,66.67
205,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,207,7,Rahmanullah Gurbaz (wk),c Yash Dayal b Shami,12,15,1,1,125.00
206,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,207,7,N Jagadeesan,c Abhinav Manohar b Joshua Little,8,6,1,0,75.00
207,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,207,7,Venkatesh Iyer,c Shubman Gill b Alzarri Joseph,40,83,8,5,207.50
208,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,207,7,Nitish Rana (c),c Shami b Alzarri Joseph,29,45,4,3,155.17
209,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,207,7,Rinku Singh,not out,21,48,1,6,228.57
210,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,207,7,Andre Russell,c (sub)Srikar Bharat b Rashid Khan,2,1,0,0,50.00
211,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,207,7,Sunil Narine,c (sub)Jayant Yadav b Rashid Khan,1,0,0,0,0.00
212,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,207,7,Shardul Thakur,lbw b Rashid Khan,1,0,0,0,0.00
213,"Apr 09, ",03:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Kolkata Knight Riders, 13th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,207,7,Umesh Yadav,not out,6,5,0,0,83.33
214,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Prabhsimran,lbw b Bhuvneshwar,1,0,0,0,0.00
215,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Dhawan (c),,66,99,12,5,150.00
216,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Matthew Short,lbw b Marco Jansen,3,1,0,0,33.33
217,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Jitesh Sharma (wk),c Markram b Marco Jansen,9,4,1,0,44.44
218,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Sam Curran,c Bhuvneshwar b Markande,15,22,3,1,146.67
219,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Raza,c Mayank Agarwal b Umran Malik,6,5,0,0,83.33
220,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Shahrukh Khan,lbw b Markande,3,4,1,0,133.33
221,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Harpreet Brar,b Umran Malik,2,1,0,0,50.00
222,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Rahul Chahar,lbw b Markande,8,0,0,0,0.00
223,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Nathan Ellis,b Markande,5,0,0,0,0.00
224,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Punjab Kings Innings,143,9,Mohit Rathee,not out,2,1,0,0,50.00
225,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,145,2,Harry Brook,b Arshdeep Singh,14,13,3,0,92.86
226,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,145,2,Mayank Agarwal,c Sam Curran b Rahul Chahar,20,21,3,0,105.00
227,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,145,2,Rahul Tripathi,not out,48,74,10,3,154.17
228,"Apr 09, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Punjab Kings, 14th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,145,2,Aiden Markram (c),not out,21,37,6,0,176.19
229,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,212,2,Kohli,c Stoinis b Amit Mishra,44,61,4,4,138.64
230,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,212,2,du Plessis (c),not out,46,79,5,5,171.74
231,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,212,2,Maxwell,b Mark Wood,29,59,3,6,203.45
232,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,212,2,Karthik (wk),not out,1,1,0,0,100.00
233,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Kyle Mayers,b Siraj,3,0,0,0,0.00
234,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,KL Rahul (c),c Kohli b Siraj,20,18,1,0,90.00
235,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Deepak Hooda,c Karthik b Parnell,10,9,1,0,90.00
236,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Krunal Pandya,c Karthik b Parnell,2,0,0,0,0.00
237,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Marcus Stoinis,c Shahbaz Ahmed b Karn Sharma,30,65,6,5,216.67
238,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Nicholas Pooran (wk),c Shahbaz Ahmed b Siraj,19,62,4,7,326.32
239,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Ayush Badoni,hit wkt b Parnell,24,30,4,0,125.00
240,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Jaydev Unadkat,c du Plessis b Harshal Patel,7,9,1,0,128.57
241,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Mark Wood,b Harshal Patel,2,1,0,0,50.00
242,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Ravi Bishnoi,not out,2,3,0,0,150.00
243,"Apr 10, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Lucknow Super Giants, 15th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,213,9,Avesh Khan,not out,1,0,0,0,0.00
244,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Warner (c),c Riley Meredith b Behrendorff,47,51,6,0,108.51
245,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Prithvi Shaw,c Green b Hrithik Shokeen,10,15,3,0,150.00
246,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Manish Pandey,c Behrendorff b Chawla,18,26,5,0,144.44
247,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Yash Dhull,c Nehal Wadhera b Riley Meredith,4,2,0,0,50.00
248,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Rovman Powell,lbw b Chawla,4,4,1,0,100.00
249,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Lalit Yadav,b Chawla,4,2,0,0,50.00
250,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Axar,c Arshad Khan b Behrendorff,25,54,4,5,216.00
251,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Abishek Porel (wk),c Green b Behrendorff,3,1,0,0,33.33
252,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Kuldeep Yadav,run out (Nehal Wadhera),1,0,0,0,0.00
253,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Nortje,b Riley Meredith,3,5,1,0,166.67
254,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,172,10,Mustafizur,not out,1,1,0,0,100.00
255,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,173,4,Rohit Sharma (c),c Abishek Porel b Mustafizur,45,65,6,4,144.44
256,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,173,4,Ishan Kishan (wk),run out (Mukesh Kumar/Lalit Yadav),26,31,6,0,119.23
257,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,173,4,Tilak Varma,c Manish Pandey b Mukesh Kumar,29,41,1,4,141.38
258,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,173,4,Suryakumar Yadav,c Kuldeep Yadav b Mukesh Kumar,1,0,0,0,0.00
259,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,173,4,Tim David,not out,11,13,0,1,118.18
260,"Apr 11, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Mumbai Indians, 16th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,173,4,Cameron Green,not out,8,17,1,1,212.50
261,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,Yashasvi Jaiswal,c Shivam Dube b Tushar Deshpande,8,10,2,0,125.00
262,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,Jos Buttler,b Moeen,36,52,1,3,144.44
263,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,,c Conway b Ravindra Jadeja,26,38,5,0,146.15
264,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,Samson (c & wk),b Ravindra Jadeja,2,0,0,0,0.00
265,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,Ashwin,c Magala b Akash Singh,22,30,1,2,136.36
266,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,Hetmyer,not out,18,30,2,2,166.67
267,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,Dhruv Jurel,c Shivam Dube b Akash Singh,6,4,0,0,66.67
268,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,Holder,c Conway b Tushar Deshpande,1,0,0,0,0.00
269,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,Zampa,run out (M Theekshana/Dhoni),1,1,0,0,100.00
270,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,175,8,,,," (b 0, lb 0, w 10, nb 0, p 0)",,,
271,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,172,6,Ruturaj Gaikwad,c Yashasvi Jaiswal b Sandeep Sharma,10,8,1,0,80.00
272,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,172,6,Devon Conway,c Yashasvi Jaiswal b Chahal,38,50,6,0,131.58
273,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,172,6,Ajinkya Rahane,lbw b Ashwin,19,31,2,1,163.16
274,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,172,6,Shivam Dube,lbw b Ashwin,9,8,1,0,88.89
275,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,172,6,Moeen Ali,c Sandeep Sharma b Zampa,10,7,0,0,70.00
276,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,172,6,Ambati Rayudu,c Hetmyer b Chahal,2,1,0,0,50.00
277,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,172,6,Ravindra Jadeja,not out,15,25,1,2,166.67
278,"Apr 12, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Rajasthan Royals, 17th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,172,6,MS Dhoni (c & wk),not out,17,32,1,3,188.24
279,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,Prabhsimran,c Rashid Khan b Shami,2,0,0,0,0.00
280,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,Dhawan (c),c Alzarri Joseph b Joshua Little,8,8,2,0,100.00
281,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,Matthew Short,b Rashid Khan,24,36,6,1,150.00
282,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,B Rajapaksa,c Shubman Gill b Alzarri Joseph,26,20,1,0,76.92
283,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,Jitesh Sharma (wk),c W Saha b Mohit Sharma,23,25,5,0,108.70
284,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,Sam Curran,c Shubman Gill b Mohit Sharma,22,22,1,1,100.00
285,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,Shahrukh Khan,run out (Miller/W Saha),9,22,1,2,244.44
286,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,Harpreet Brar,not out,5,8,0,1,160.00
287,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,Rishi Dhawan,run out (W Saha),1,1,0,0,100.00
288,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Punjab Kings Innings,153,8,,,," (b 0, lb 2, w 9, nb 0, p 0)",,,
289,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,154,4,Wriddhiman Saha (wk),c Matthew Short b Rabada,19,30,5,0,157.89
290,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,154,4,Shubman Gill,b Sam Curran,49,67,7,1,136.73
291,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,154,4,Sai Sudharsan,c Prabhsimran b Arshdeep Singh,20,19,2,0,95.00
292,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,154,4,Hardik Pandya (c),c Sam Curran b Harpreet Brar,11,8,1,0,72.73
293,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,154,4,David Miller,not out,18,17,1,0,94.44
294,"Apr 13, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Gujarat Titans, 18th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,154,4,Rahul Tewatia,not out,2,5,1,0,250.00
295,"Apr 15, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Delhi Capitals, 20th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,174,6,Kohli,c Yash Dhull b Lalit Yadav,34,50,6,1,147.06
