,Date,Time,Stadium,City,Match Details,Team Bowling,Total Runs Conceeded,Total Wickets Taken,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
263,"Apr 17, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Chennai Super Kings, 24th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,218,8,Matheesha Pathirana,4,0,42,2,0,2,10.50
264,"Apr 17, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Chennai Super Kings, 24th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,218,8,Moeen Ali,1,0,13,1,0,0,13.00
265,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,192,5,Bhuvneshwar,4,0,31,1,0,0,7.80
266,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,192,5,Marco Jansen,4,0,43,2,0,1,10.80
267,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,192,5,Washington Sundar,4,0,33,0,0,0,8.20
268,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,192,5,T Natarajan,4,0,50,1,0,0,12.50
269,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,192,5,Markande,4,0,35,0,0,1,8.80
270,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,178,10,Arjun Tendulkar,2.5,0,18,1,0,3,6.40
271,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,178,10,Jason Behrendorff,4,0,37,2,0,5,9.20
272,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,178,10,Riley Meredith,4,0,33,2,0,4,8.20
273,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,178,10,Hrithik Shokeen,1,0,12,0,0,0,12.00
274,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,178,10,Piyush Chawla,4,0,43,2,0,0,10.80
275,"Apr 18, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Mumbai Indians, 25th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,178,10,Cameron Green,4,0,29,1,0,1,7.20
276,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Punjab Kings Innings,174,4,Arshdeep Singh,4,0,34,1,0,1,8.50
277,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Punjab Kings Innings,174,4,Harpreet Brar,3,0,31,2,0,0,10.30
278,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Punjab Kings Innings,174,4,Nathan Ellis,4,0,41,1,0,2,10.20
279,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Punjab Kings Innings,174,4,Sam Curran (c),4,0,27,0,1,0,6.80
280,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Punjab Kings Innings,174,4,Rahul Chahar,4,0,24,0,0,0,6.00
281,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Punjab Kings Innings,174,4,Livingstone,1,0,9,0,0,0,9.00
282,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,150,10,Mohammed Siraj,4,0,21,4,0,0,5.20
283,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,150,10,Wayne Parnell,3,0,32,1,0,0,10.70
284,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,150,10,Wanindu Hasaranga,4,0,39,2,0,0,9.80
285,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,150,10,Vijaykumar Vyshak,3,0,29,0,0,1,9.70
286,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,150,10,Glenn Maxwell,1,0,5,0,0,0,5.00
287,"Apr 20, ",03:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Royal Challengers Bangalore, 27th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,150,10,Harshal Patel,3.2,0,22,1,1,1,6.60
288,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,127,10,Ishant,,0,19,2,0,2,4.80
289,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,127,10,Mukesh Kumar,4,0,34,1,0,4,8.50
290,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,127,10,Nortje,4,0,20,2,0,2,5.00
291,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,127,10,Axar,3,0,13,2,0,0,4.30
292,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,127,10,Mitchell Marsh,2,0,25,0,0,2,12.50
293,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,127,10,Kuldeep Yadav,3,0,15,2,0,1,5.00
294,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,128,6,Umesh Yadav,1,0,6,0,0,0,6.00
295,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,128,6,Kulwant Khejroliya,1.2,0,20,0,1,0,15.00
296,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,128,6,Andre Russell,1,0,12,0,1,0,12.00
297,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,128,6,Sunil Narine,4,0,36,0,0,1,9.00
298,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,128,6,Varun Chakaravarthy,4,1,16,2,0,0,4.00
299,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,128,6,Anukul Roy,4,0,19,2,0,2,4.80
300,"Apr 20, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Kolkata Knight Riders, 28th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,128,6,Nitish Rana (c),4,0,17,2,0,0,4.20
301,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,134,7,,3,0,17,1,0,0,5.70
302,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,134,7,Tushar Deshpande,3,0,26,0,0,1,8.70
303,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,134,7,M Theekshana,4,0,27,1,0,0,6.80
304,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,134,7,Moeen,2,0,18,0,0,0,9.00
305,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,134,7,Ravindra Jadeja,4,0,22,3,0,0,5.50
306,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,134,7,Matheesha Pathirana,4,0,22,1,0,1,5.50
307,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,138,3,Bhuvneshwar Kumar,2,0,10,0,0,0,5.00
308,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,138,3,Marco Jansen,3,0,37,0,0,0,12.30
309,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,138,3,Aiden Markram (c),1,0,11,0,0,0,11.00
310,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,138,3,Washington Sundar,2.4,0,16,0,0,0,6.00
311,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,138,3,Mayank Markande,4,0,23,2,0,0,5.80
312,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,138,3,Umran Malik,3,0,18,0,0,0,6.00
313,"Apr 21, ",07:30 PM,"MA Chidambaram Stadium, ",Chennai,"Chennai Super Kings vs Sunrisers Hyderabad, 29th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,138,3,Mayank Dagar,3,0,21,0,0,0,7.00
314,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,135,6,Naveen-ul-Haq,4,0,19,1,0,0,4.80
315,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,135,6,Krunal Pandya,4,0,16,2,0,0,4.00
316,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,135,6,Avesh Khan,3,0,21,0,0,0,7.00
317,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,135,6,Ravi Bishnoi,4,0,49,0,0,0,12.20
318,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,135,6,Stoinis,3,0,20,2,0,0,6.70
319,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,135,6,Amit Mishra,2,0,9,1,0,0,4.50
320,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,128,7,Mohammed Shami,3,1,18,0,0,0,6.00
321,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,128,7,Jayant Yadav,4,0,26,0,0,0,6.50
322,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,128,7,Rashid Khan,4,0,33,1,0,0,8.20
323,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,128,7,Mohit Sharma,3,0,17,2,0,0,5.70
324,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,128,7,Noor Ahmad,4,0,18,2,0,0,4.50
325,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,128,7,Hardik Pandya (c),1,0,7,0,0,0,7.00
326,"Apr 22, ",03:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Gujarat Titans, 30th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,128,7,Rahul Tewatia,1,0,8,0,0,1,8.00
327,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,189,9,Boult,4,0,41,2,0,5,10.20
328,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,189,9,Sandeep Sharma,4,0,49,2,0,1,12.20
329,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,189,9,Ashwin,4,0,36,1,0,2,9.00
330,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,189,9,Chahal,4,0,28,1,0,2,7.00
331,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,189,9,Holder,4,0,32,0,0,0,8.00
332,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,182,6,Mohammed Siraj,4,0,39,1,0,4,9.80
333,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,182,6,David Willey,4,0,26,1,0,1,6.50
334,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,182,6,Vijaykumar Vyshak,2,0,24,0,0,1,12.00
335,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,182,6,Glenn Maxwell,2,0,25,0,0,0,12.50
336,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,182,6,Harshal Patel,4,0,32,3,0,1,8.00
337,"Apr 23, ",03:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,182,6,Wanindu Hasaranga,4,0,32,0,0,0,8.00
338,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,235,4,Umesh,3,0,35,0,0,0,11.70
339,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,235,4,Wiese,3,0,38,0,0,0,12.70
340,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,235,4,Chakaravarthy,4,0,49,1,0,0,12.20
341,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,235,4,Kulwant Khejroliya,3,0,44,2,1,0,14.70
342,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,235,4,Narine,2,0,23,0,0,0,11.50
343,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,235,4,Suyash Sharma,4,0,29,1,0,0,7.20
344,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,235,4,Russell,1,0,17,0,0,2,17.00
345,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,186,8,Akash Singh,4,0,29,1,0,1,7.20
346,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,186,8,Tushar Deshpande,4,0,43,2,0,4,10.80
347,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,186,8,Maheesh Theekshana,4,0,32,2,0,1,8.00
348,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,186,8,Moeen Ali,1,0,20,1,0,0,20.00
349,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,186,8,Ravindra Jadeja,3,0,34,1,0,0,11.30
350,"Apr 23, ",07:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,186,8,Matheesha Pathirana,4,0,27,1,0,3,6.80
351,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,144,9,Bhuvneshwar,4,0,11,2,0,0,2.80
352,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,144,9,Marco Jansen,2,0,27,0,0,0,13.50
353,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,144,9,Washington Sundar,4,0,28,3,0,0,7.00
354,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,144,9,T Natarajan,3,0,21,1,0,0,7.00
355,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,144,9,Markande,4,0,34,0,0,2,8.50
356,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,144,9,Umran Malik,2,0,14,0,0,0,7.00
357,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,144,9,Markram (c),1,0,7,0,0,0,7.00
358,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,137,6,Ishant Sharma,3,0,18,1,0,0,6.00
359,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,137,6,Anrich Nortje,4,0,33,2,0,0,8.20
360,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,137,6,Mukesh Kumar,3,0,27,0,0,0,9.00
361,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,137,6,Axar Patel,4,0,21,2,0,0,5.20
362,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,137,6,Kuldeep Yadav,4,0,22,1,0,0,5.50
363,"Apr 24, ",07:30 PM,"Rajiv Gandhi International Stadium, ",Hyderabad,"Sunrisers Hyderabad vs Delhi Capitals, 34th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,137,6,Mitchell Marsh,2,0,16,0,1,0,8.00
364,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,207,6,Arjun Tendulkar,2,0,9,1,0,0,4.50
365,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,207,6,Behrendorff,4,0,37,1,0,2,9.20
366,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,207,6,Riley Meredith,4,0,49,1,0,2,12.20
367,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,207,6,Green,2,0,39,0,0,0,19.50
368,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,207,6,Chawla,4,0,34,2,0,1,8.50
