,Date,Time,Stadium,City,Match Details,Team Bowling,Total Runs Conceeded,Total Wickets Taken,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
369,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,207,6,Kumar Kartikeya,4,0,39,1,0,0,9.80
370,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,152,9,Mohammed Shami,4,0,18,0,0,1,4.50
371,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,152,9,Hardik Pandya (c),2,0,10,1,0,0,5.00
372,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,152,9,Rashid Khan,4,0,27,2,0,0,6.80
373,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,152,9,Noor Ahmad,4,0,37,3,0,0,9.20
374,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,152,9,Mohit Sharma,4,0,38,2,0,0,9.50
375,"Apr 25, ",07:30 PM,"Narendra Modi Stadium, ",Ahmedabad,"Gujarat Titans vs Mumbai Indians, 35th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,152,9,Joshua Little,2,0,18,0,0,0,9.00
376,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,200,5,Siraj,4,0,33,1,0,0,8.20
377,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,200,5,Willey,3,0,31,0,0,1,10.30
378,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,200,5,W Hasaranga,4,0,24,2,0,0,6.00
379,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,200,5,Shahbaz Ahmed,1,0,,0,0,0,25.00
380,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,200,5,Vijaykumar Vyshak,4,0,41,2,0,3,10.20
381,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,200,5,Harshal Patel,4,0,44,0,0,1,11.00
382,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,8,Vaibhav Arora,2,0,22,0,0,2,11.00
383,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,8,Umesh Yadav,1,0,19,0,0,0,19.00
384,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,8,Suyash Sharma,4,0,30,2,0,1,7.50
385,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,8,Varun Chakaravarthy,4,0,27,3,0,0,6.80
386,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,8,Andre Russell,4,0,29,2,0,0,7.20
387,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,8,Sunil Narine,4,0,41,0,0,0,10.20
388,"Apr 26, ",07:30 PM,"M.Chinnaswamy Stadium, ",Bengaluru,"Royal Challengers Bangalore vs Kolkata Knight Riders, 36th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,179,8,Nitish Rana (c),1,0,8,0,0,0,8.00
389,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,202,5,Akash Singh,2,0,32,0,0,0,16.00
390,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,202,5,Tushar Deshpande,4,0,42,2,0,0,10.50
391,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,202,5,M Theekshana,4,0,24,1,0,1,6.00
392,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,202,5,Ravindra Jadeja,4,0,32,1,0,1,8.00
393,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,202,5,Moeen,2,0,17,0,0,0,8.50
394,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Chennai Super Kings Innings,202,5,Matheesha Pathirana,4,0,48,0,0,2,12.00
395,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,170,6,Sandeep Sharma,4,0,24,0,0,0,6.00
396,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,170,6,Kuldip Yadav,3,0,18,1,0,0,6.00
397,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,170,6,Jason Holder,4,0,49,0,0,1,12.20
398,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,170,6,Ravichandran Ashwin,4,0,35,2,0,0,8.80
399,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,170,6,Adam Zampa,3,0,22,3,0,0,7.30
400,"Apr 27, ",07:30 PM,"Sawai Mansingh Stadium, ",Jaipur,"Rajasthan Royals vs Chennai Super Kings, 37th Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,170,6,Yuzvendra Chahal,2,0,21,0,0,0,10.50
401,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Punjab Kings Innings,257,5,Gurnoor Brar,3,0,42,0,2,1,14.00
402,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Punjab Kings Innings,257,5,Arshdeep Singh,4,0,54,1,0,2,13.50
403,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Punjab Kings Innings,257,5,Rabada,4,0,52,2,2,2,13.00
404,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Punjab Kings Innings,257,5,Raza,1,0,17,0,0,0,17.00
405,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Punjab Kings Innings,257,5,Rahul Chahar,4,0,29,0,0,0,7.20
406,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Punjab Kings Innings,257,5,Sam Curran,3,0,38,1,0,0,12.70
407,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Punjab Kings Innings,257,5,Livingstone,1,0,19,1,0,0,19.00
408,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,201,10,Marcus Stoinis,1.5,0,21,1,0,4,11.50
409,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,201,10,Kyle Mayers,1,0,4,0,0,0,4.00
410,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,201,10,Ayush Badoni,0.1,0,0,0,0,0,0.00
411,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,201,10,Naveen-ul-Haq,4,0,30,3,1,1,7.50
412,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,201,10,Avesh Khan,2,0,28,0,0,0,14.00
413,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,201,10,Amit Mishra,2,0,23,0,0,0,11.50
414,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,201,10,Ravi Bishnoi,4,0,41,2,1,0,10.20
415,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,201,10,Yash Thakur,3.5,0,37,4,0,1,9.70
416,"Apr 28, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Lucknow Super Giants, 38th Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,201,10,Krunal Pandya,1,0,13,0,0,1,13.00
417,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,179,7,Shami,4,,33,3,0,0,8.20
418,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,179,7,Hardik Pandya (c),3,0,34,0,0,1,11.30
419,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,179,7,Rashid Khan,4,0,54,0,0,1,13.50
420,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,179,7,Joshua Little,4,0,25,2,0,0,6.20
421,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,179,7,Noor Ahmad,4,0,21,2,0,1,5.20
422,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Gujarat Titans Innings,179,7,Mohit Sharma,1,0,12,0,0,0,12.00
423,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,180,3,Harshit Rana,3,0,25,1,0,1,8.30
424,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,180,3,Andre Russell,3,0,29,1,0,1,9.70
425,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,180,3,Varun Chakaravarthy,4,0,42,0,0,0,10.50
426,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,180,3,Suyash Sharma,4,0,37,0,0,0,9.20
427,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,180,3,Sunil Narine,3,0,24,1,0,0,8.00
428,"Apr 29, ",03:30 PM,"Eden Gardens, ",Kolkata,"Kolkata Knight Riders vs Gujarat Titans, 39th Match - Live Cricket Score, Commentary",Kolkata Knight Riders Innings,180,3,Nitish Rana (c),0.5,0,14,0,0,1,16.80
429,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,197,6,Ishant,3,0,31,1,0,0,10.30
430,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,197,6,Nortje,4,0,44,0,0,2,11.00
431,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,197,6,Mukesh Kumar,2,0,38,0,1,2,19.00
432,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,197,6,Mitchell Marsh,4,1,27,4,0,2,6.80
433,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,197,6,Kuldeep Yadav,3,0,27,0,0,0,9.00
434,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Delhi Capitals Innings,197,6,Axar,4,0,29,1,0,2,7.20
435,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,188,6,Bhuvneshwar Kumar,4,0,45,1,0,3,11.20
436,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,188,6,Akeal Hosein,4,0,40,1,0,0,10.00
437,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,188,6,T Natarajan,4,0,34,1,0,0,8.50
438,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,188,6,Umran Malik,1,0,22,0,0,0,22.00
439,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,188,6,Mayank Markande,4,0,20,2,0,0,5.00
440,"Apr 29, ",07:30 PM,"Arun Jaitley Stadium, ",Delhi,"Delhi Capitals vs Sunrisers Hyderabad, 40th Match - Live Cricket Score, Commentary",Sunrisers Hyderabad Innings,188,6,Abhishek Sharma,3,0,26,1,0,0,8.70
441,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Mumbai Indians Innings,212,7,Green,3,0,31,0,0,7,10.30
442,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Mumbai Indians Innings,212,7,Jofra Archer,4,0,35,1,1,3,8.80
443,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Mumbai Indians Innings,212,7,Riley Meredith,4,0,51,1,0,2,12.80
444,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Mumbai Indians Innings,212,7,Chawla,4,0,34,2,0,0,8.50
445,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Mumbai Indians Innings,212,7,Kumar Kartikeya,2,0,14,0,0,0,7.00
446,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Mumbai Indians Innings,212,7,Arshad Khan,3,0,39,3,0,4,13.00
447,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,214,4,Trent Boult,4,0,43,1,0,2,10.80
448,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,214,4,Sandeep Sharma,4,0,35,1,0,2,8.80
449,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,214,4,Ravichandran Ashwin,4,0,27,2,0,1,6.80
450,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,214,4,Yuzvendra Chahal,3,0,32,0,0,0,10.70
451,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,214,4,Jason Holder,3.3,0,55,0,0,2,15.70
452,"Apr 30, ",07:30 PM,"Wankhede Stadium, ",Mumbai,"Mumbai Indians vs Rajasthan Royals, 42nd Match - Live Cricket Score, Commentary",Rajasthan Royals Innings,214,4,Kuldeep Sen,1,0,20,0,1,0,20.00
453,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,126,9,Krunal Pandya,4,0,21,0,0,0,5.20
454,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,126,9,Stoinis,1,0,11,0,0,0,11.00
455,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,126,9,Naveen-ul-Haq,4,0,30,3,0,0,7.50
456,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,126,9,Ravi Bishnoi,4,0,21,2,0,0,5.20
457,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,126,9,Amit Mishra,3,0,21,2,0,0,7.00
458,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,126,9,Yash Thakur,2,0,12,0,0,2,6.00
459,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Lucknow Super Giants Innings,126,9,K Gowtham,2,0,10,1,0,0,5.00
460,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,108,10,Mohammed Siraj,3,0,24,1,1,3,8.00
461,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,108,10,Josh Hazlewood,3,0,15,2,1,0,5.00
462,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,108,10,Glenn Maxwell,1,0,3,1,0,0,3.00
463,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,108,10,Wanindu Hasaranga,4,0,20,1,0,0,5.00
464,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,108,10,Karn Sharma,4,0,20,2,0,0,5.00
465,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,108,10,Harshal Patel,3.5,0,20,1,0,0,5.20
466,"May 01, ",07:30 PM,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, ",Lucknow,"Lucknow Super Giants vs Royal Challengers Bangalore, 43rd Match - Live Cricket Score, Commentary",Royal Challengers Bangalore Innings,108,10,Mahipal Lomror,1,0,4,0,0,0,4.00
467,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,214,3,,2,0,15,0,0,0,7.50
468,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,214,3,Arshad Khan,4,0,48,1,0,1,12.00
469,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,214,3,Jofra Archer,4,0,56,0,1,6,14.00
470,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,214,3,Chawla,4,0,29,2,0,0,7.20
471,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,214,3,Kumar Kartikeya,3,0,24,0,0,3,8.00
472,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Mumbai Indians Innings,214,3,Akash Madhwal,3,0,37,0,1,0,12.30
473,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Punjab Kings Innings,216,4,Rishi Dhawan,3,0,20,1,0,0,6.70
474,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Punjab Kings Innings,216,4,Arshdeep Singh,3.5,0,66,1,0,2,17.20
475,"May 03, ",07:30 PM,"Punjab Cricket Association IS Bindra Stadium, ",Mohali,"Punjab Kings vs Mumbai Indians, 46th Match - Live Cricket Score, Commentary",Punjab Kings Innings,216,4,Sam Curran,3,0,41,0,0,1,13.70
